x,y,harb,pt_graph,code_area,landscapes_code,landscape_norm,landscape_alpha,wind,wind_norm,wind_alpha,sst,sst_norm,sst_alpha,salinity,salinity_norm,salinity_alpha,nitrogen,nitrogen_norm,nitrogen_alpha,phosphorus,phosphorus_norm,phosphorus_alpha,oxygen,oxygen_norm,oxygen_alpha,dissolvedcarbon,dissolvedcarbon_norm,dissolvedcarbon_alpha,bathymetry,shippingdensity,siltfraction,icesrectanglecode
7.12501,57.625,0,24,0,0,0.0266050612178769,76.9683518448373,12,0.0333707052493599,112.767704359655,12,0.0385518086041744,118.238273593474,20,0.109835979186239,62.639280646838,0,0.0450903229387797,67.7669534973576,0,0.0439364868966874,48.9746022768156,0,0.0422141031701435,48.6028562194275,1,0.0332720976399648,149.388891228937,-265,0,0,0
7.12501,57.675,0,25,0,0,0.0290478304583399,112.635670054333,12,0.0881951681320579,122.944419655832,12,0.0477983556556066,169.548795796165,20,0.0629047951918247,6.41354043994126,0,0.0444820839963504,111.858358087315,0,0.125423359970763,127.269136226588,0,0.0390049947508571,-57.4693563036271,1,0.0560231675377191,-9.77276449555175,-295,0,0,0
7.12501,57.725,0,26,0,0,0.0436408135130045,117.586419483589,12,0.042975646605802,108.039124831708,12,0.0471579513052417,36.6474700163511,20,0.078858512054648,135.043220302617,0,0.0427271350991719,43.5562191519419,0,0.0706546713747354,104.663289167661,0,0.0818256589662489,80.5728825547446,1,0.0372488981845983,82.3571001298319,-320,0,0,0
7.12501,57.775,0,27,0,0,0.0217520928139173,102.646639532126,12,0.033010208806802,225.229557578481,12,0.0418423867195832,17.8234166953055,20,0.0603917430082711,147.481328957028,0,0.0567312731210323,135.756846060054,0,0.0938969040479527,100.623274268416,0,0.0694769359854964,95.5184284061642,1,0.0429050446987063,114.906313417404,-361,0,0,0
7.12501,57.825,0,28,0,0,0.0510631195619178,149.848508214194,12,0.0481785340977991,-8.70452666164161,12,0.064193040012428,120.213451654226,20,0.0356233365359893,95.6964619284765,0,0.108498491347702,65.3865143770506,0,0.0359072283206814,139.154136652905,0,0.0441834068066092,109.966582296376,1,0.0390337418650733,121.358532276322,-396,0,0,0
7.12501,57.875,0,29,0,0,0.0625881079034987,254.039284158046,12,0.0561924353331652,57.0204140020561,12,0.0371218422182248,58.81422654622,20,0.0357113974228775,71.5511531126734,0,0.0712851458604437,77.3125894930058,0,0.0619353043884431,37.7498000384755,0,0.0482837393576346,107.698250469839,1,0.0519850480434156,138.048999291268,-408,0,0,0
7.12501,57.925,0,30,0,0,0.0449317070581028,54.8263091378177,12,0.0447931367105117,61.255432002945,12,0.0533571941859178,190.066296342784,20,0.0464538030308714,83.9389955480115,0,0.0322353558805786,53.0318106143772,0,0.0549949701788328,58.7439046065009,0,0.0410371365022897,47.6971870852087,1,0.0473746664984882,83.4643692915633,-283,0,0,0
7.12501,57.975,0,31,0,0,0.0550143784121827,50.1239595475525,12,0.0471385455832524,76.0629608847753,12,0.0517649988425527,105.103635941084,20,0.0556079223413525,101.481261978137,0,0.0215583321125284,114.636129562526,0,0.0617855754848688,99.2983417232071,0,0.0421244357473241,89.4237134922802,1,0.0735203152975768,38.188016407749,-25,0,0,0
7.12501,58.025,0,32,0,0,0.0308455698384964,43.7434845370569,12,0.027646108032168,61.0780552471471,12,0.0495622619702339,138.312241684978,20,0.0453353660064866,99.4795831625678,0,0.102895115065262,185.055338716527,0,0.0555426421793375,22.7745198176925,0,0.0336954057985946,110.60740082901,1,0.0688080669403202,137.536787151377,1,0,0,0
7.12501,58.075,0,33,0,0,0.0243588008356443,126.229141599224,12,0.045300193635743,77.9256613754146,12,0.0527466707809493,119.910093433825,20,0.0830025664379013,51.5898356336658,0,0.0259757778141676,142.346934446127,0,0.0476474536973363,49.5062768015306,0,0.0242879490889846,113.150672455989,1,0.0576039153811638,105.229218055628,21,0,0,0
7.17501,57.525,0,34,0,0,0.0352434990920873,73.9461631331733,12,0.0446384523275733,117.864868626876,12,0.019327838182315,85.5100037605381,20,0.0434406707841007,99.6464755925244,0,0.0530207239997641,112.853940002129,0,0.0521700705896809,104.678735526862,0,0.0547367397082535,67.040992776998,1,0.0572802265237664,73.2464704594945,-174,0,0,0
7.17501,57.575,0,35,0,0,0.0389976549340028,104.969103790015,12,0.0286068868774973,211.394041504182,12,0.0880200835049131,104.916510479968,20,0.0563848678817637,52.627206774177,0,0.0510908917016056,97.9048869392929,0,0.0502512756107525,113.735402774679,0,0.141350356143872,84.4657894808709,1,0.0364022389158411,43.8886847881584,-239,0,0,0
7.17501,57.625,0,36,0,0,0.0436700055674344,82.3330224113542,12,0.0527359480821586,19.3055164438736,12,0.0297543960889877,57.3525090940153,20,0.108085579233371,115.696960036861,0,0.0407436514771444,65.09638477524,0,0.104093446352555,83.3684026289871,0,0.0574738637291017,64.7142891774121,1,0.0602163977928875,112.324121436834,-266,0,0,0
7.17501,57.675,0,37,0,0,0.0352558800008182,96.141183549747,12,0.0651156905514658,27.5920066338755,12,0.11207096326145,178.006041690215,20,0.0551942349115806,114.629407753836,0,0.0511664900680942,94.3486929788481,0,0.0208247768343972,123.482116017117,0,0.0683837560389255,99.5137278197336,1,0.0508700475181803,100.009666390602,-297,0,0,0
7.17501,57.725,0,38,0,0,0.046831164005474,87.3643429673935,12,0.0433817018020856,159.94660695108,12,0.100688394058533,97.2656892938746,20,0.0974044465184803,74.1194600454214,0,0.0654547034760491,71.6534103591456,0,0.0510307761486641,116.713862327773,0,0.0341964159732746,122.481454881031,1,0.103672016238659,177.109638873573,-326,0,0,0
7.17501,57.775,0,39,0,0,0.0352672755044139,84.3515153584178,12,0.0630684227871778,158.303014977201,12,0.028923719209011,145.8859302251,20,0.050470371003293,104.747402585342,0,0.0826032786347008,60.7041407643518,0,0.0242215299515161,56.2601139063678,0,0.0472017706283979,87.5643126960611,1,0.0412606603399678,62.6480590998212,-368,0,0,0
7.17501,57.825,0,40,0,0,0.0593512793086733,97.0006099945583,12,0.0423578383275602,105.430903603824,12,0.0317234062282709,71.7885855594813,20,0.0472835432381864,148.334309722907,0,0.0346071888273702,7.47550183002693,0,0.0318882780883772,184.636021327399,0,0.0622603621476156,81.9692265973612,1,0.0231270860086961,130.180703260993,-402,0,0,0
7.17501,57.875,0,41,0,0,0.0241282672781046,43.8795520026291,12,0.0659996386724991,123.621299724149,12,0.114276840354727,116.910875117314,20,0.0657055563838021,47.6399028487385,0,0.0616506689656538,107.59503112598,0,0.0448956435363815,109.049945775985,0,0.0435502309081683,59.6445822129347,1,0.0280783094173818,94.6131623924853,-400,0,0,0
